"iata"	"airport"	"city"	"state"	"country"	"lat"	"long"
"2524"	"OOH"	"Hoonah SPB"	"Hoonah"	"AK"	"USA"	58.11215944	-135.451805
"2525"	"OOK"	"Toksook Bay"	"Toksook Bay"	"AK"	"USA"	60.53337639	-165.1139636
"2526"	"OPF"	"Opa-Locka "	"Miami"	"FL"	"USA"	25.907	-80.27838889
"2527"	"OPL"	"St Landry Parish - Ahart "	"Opelousas"	"LA"	"USA"	30.55840556	-92.099375
"2528"	"OPN"	"Thomaston-Upton County"	"Thomaston"	"GA"	"USA"	32.95458861	-84.26315222
"2529"	"OQU"	"Quonset State"	"North Kingstown"	"RI"	"USA"	41.5971525	-71.41215333
"2530"	"OQW"	"Maquoketa Municipal"	"Maquoketa"	"IA"	"USA"	42.050075	-90.73880472
"2531"	"OR33"	"Boardman"	"Boardman"	"OR"	"USA"	45.814825	-119.8205006
"2532"	"ORB"	"Orr Regional"	"Orr"	"MN"	"USA"	48.01592194	-92.85605139
"2533"	"ORC"	"Orange City Municipal"	"Orange City"	"IA"	"USA"	42.99026444	-96.06279667
"2534"	"ORD"	"Chicago O'Hare International"	"Chicago"	"IL"	"USA"	41.979595	-87.90446417
"2535"	"ORE"	"Orange Municipal"	"Orange"	"MA"	"USA"	42.57011889	-72.28860667
"2536"	"ORF"	"Norfolk International"	"Norfolk"	"VA"	"USA"	36.89461111	-76.20122222
"2537"	"ORG"	"Orange County"	"Orange"	"TX"	"USA"	30.06916667	-93.80091667
"2538"	"ORH"	"Worcester Regional"	"Worcester"	"MA"	"USA"	42.26733944	-71.87570944
"2539"	"ORI"	"Port Lions"	"Port Lions"	"AK"	"USA"	57.8853775	-152.8461011
"2540"	"ORL"	"Executive"	"Orlando"	"FL"	"USA"	28.54547222	-81.33294444
"2541"	"ORS"	"Orcas Island"	"Eastsound"	"WA"	"USA"	48.70816	-122.9137961
"2542"	"ORT"	"Northway"	"Northway"	"AK"	"USA"	62.96133361	-141.9291369
"2543"	"ORV"	"Robert(Bob) Curtis Memorial"	"Noorvik"	"AK"	"USA"	66.82852667	-161.0277908
"2544"	"OSC"	"Oscoda - Wurtsmith"	"Oscoda"	"MI"	"USA"	44.45260972	-83.38036389
"2545"	"OSH"	"Wittman Regional"	"Oshkosh"	"WI"	"USA"	43.98436639	-88.55705944
"2546"	"OSU"	"Ohio State University"	"Columbus"	"OH"	"USA"	40.07977778	-83.07302778
"2547"	"OSX"	"Kosciusko-Attala County"	"Kosciusko"	"MS"	"USA"	33.09025889	-89.54201722
"2548"	"OTG"	"Worthington Municipal"	"Worthington"	"MN"	"USA"	43.65506611	-95.57920917
"2549"	"OTH"	"North Bend Muni"	"North Bend"	"OR"	"USA"	43.41713889	-124.2460278
"2550"	"OTM"	"Ottumwa Industrial"	"Ottumwa"	"IA"	"USA"	41.10659611	-92.44793972
"2551"	"OTZ"	"Ralph Wien Memorial"	"Kotzebue"	"AK"	"USA"	66.88467694	-162.5985497
"2552"	"OUN"	"University of Oklahoma Westheimer"	"Norman"	"OK"	"USA"	35.24556444	-97.47212861
"2553"	"OVE"	"Oroville Municipal"	"Oroville"	"CA"	"USA"	39.48775	-121.622
"2554"	"OVO"	"North Vernon"	"North Vernon"	"IN"	"USA"	39.04563667	-85.60533
"2555"	"OVS"	"Boscobel"	"Boscobel"	"WI"	"USA"	43.16063056	-90.67421833
"2556"	"OWA"	"Owatonna Degner Regional"	"Owatonna"	"MN"	"USA"	44.12339722	-93.26061667
"2557"	"OWB"	"Owensboro-Daviess County"	"Owensboro"	"KY"	"USA"	37.74011111	-87.16683333
"2558"	"OWD"	"Norwood Memorial"	"Norwood"	"MA"	"USA"	42.19079694	-71.17310389
"2559"	"OWI"	"Ottawa Municipal"	"Ottawa"	"KS"	"USA"	38.53866667	-95.25297222
"2560"	"OWK"	"Central Maine "	"Norridgewock"	"ME"	"USA"	44.7155	-69.86647222
"2561"	"OWX"	"Putnam County"	"Ottawa"	"OH"	"USA"	41.0355825	-83.98202444
"2562"	"OXB"	"Ocean City"	"Ocean City"	"MD"	"USA"	38.31044444	-75.12397222
"2563"	"OXC"	"Waterbury-Oxford"	"Oxford"	"CT"	"USA"	41.47855556	-73.13525
"2564"	"OXD"	"Miami University"	"Oxford"	"OH"	"USA"	39.50203917	-84.7841425
"2565"	"OXI"	"Starke County"	"Knox"	"IN"	"USA"	41.3301875	-86.66473194
"2566"	"OXR"	"Oxnard"	"Oxnard"	"CA"	"USA"	34.20080083	-119.2072164
"2567"	"OXV"	"Knoxville Municipal"	"Knoxville"	"IA"	"USA"	41.29888556	-93.11381556
"2568"	"OYM"	"St Marys Muni"	"St Marys"	"PA"	"USA"	41.41247778	-78.50263139
"2569"	"OZA"	"Ozona Municipal"	"Ozona"	"TX"	"USA"	30.73528028	-101.2029719
"2570"	"OZW"	"Livingston County"	"Howell"	"MI"	"USA"	42.62950694	-83.98417361
"2571"	"P01"	"Ajo Municipal"	"Ajo"	"AZ"	"USA"	32.45005694	-112.8673778
"2572"	"P04"	"Bisbee Municipal"	"Bisbee"	"AZ"	"USA"	31.36399028	-109.8831286
"2573"	"P08"	"Coolidge Municipal"	"Coolidge"	"AZ"	"USA"	32.93594444	-111.4265278
"2574"	"P13"	"San Carlos Apache"	"Globe"	"AZ"	"USA"	33.35314722	-110.6673611
"2575"	"P14"	"Holbrook Municipal"	"Holbrook"	"AZ"	"USA"	34.93891389	-110.1395656
"2576"	"P20"	"Avi Suquilla"	"Parker"	"AZ"	"USA"	34.15063889	-114.2712222
"2577"	"P32"	"H.A. Clark Memorial "	"Williams"	"AZ"	"USA"	35.30223222	-112.1940575
"2578"	"P33"	"Cochise County"	"Willcox"	"AZ"	"USA"	32.24540278	-109.8946319
"2579"	"P45"	"Mount Pleasant-Scottdale"	"Mount Pleasant"	"PA"	"USA"	40.10840556	-79.54142694
"2580"	"P52"	"Cottonwood"	"Cottonwood"	"AZ"	"USA"	34.73002111	-112.0351569
"2581"	"P53"	"Rostraver"	"Monongahela"	"PA"	"USA"	40.20972222	-79.83144444
"2582"	"PAE"	"Snohomish County "	"Everett"	"WA"	"USA"	47.90762861	-122.2815892
"2583"	"PAH"	"Barkley Regional"	"Paducah"	"KY"	"USA"	37.06083333	-88.77375
"2584"	"PAK"	"Port Allen"	"Hanapepe"	"HI"	"USA"	21.89686833	-159.6033217
"2585"	"PAN"	"Payson"	"Payson"	"AZ"	"USA"	34.25683639	-111.3392558
"2586"	"PAO"	"Palo Alto Arpt of Santa Clara Co"	"Palo Alto"	"CA"	"USA"	37.46111944	-122.1150444
"2587"	"PAQ"	"Palmer Municipal"	"Palmer"	"AK"	"USA"	61.59474194	-149.0888242
"2588"	"PBF"	"Grider "	"Pine Bluff"	"AR"	"USA"	34.17498722	-91.93472028
"2589"	"PBH"	"Price County"	"Phillips"	"WI"	"USA"	45.70895028	-90.40248472
"2590"	"PBI"	"Palm Beach International"	"West Palm Beach"	"FL"	"USA"	26.68316194	-80.09559417
"2591"	"PBV"	"St. George"	"St. George"	"AK"	"USA"	56.57735278	-169.6637361
"2592"	"PCK"	"Porcupine Creek"	"Porcupine Creek"	"AK"	"USA"	67.23789833	-150.2860608
"2593"	"PCM"	"Plant City Municipal"	"Plant City"	"FL"	"USA"	28.00021667	-82.16424167
"2594"	"PCW"	"Carl R. Keller "	"Port Clinton"	"OH"	"USA"	41.51627778	-82.86869444
"2595"	"PCZ"	"Waupaca Municipal"	"Waupaca"	"WI"	"USA"	44.33368778	-89.01549861
"2596"	"PDC"	"Prairie Du Chien Municipal"	"Prairie Du Chien"	"WI"	"USA"	43.01928889	-91.12374722
"2597"	"PDK"	"Dekalb-Peachtree"	"Atlanta"	"GA"	"USA"	33.87560444	-84.30196778
"2598"	"PDT"	"Eastern Oregon Regional At Pendleton"	"Pendleton"	"OR"	"USA"	45.69505556	-118.8414444
"2599"	"PDX"	"Portland Intl"	"Portland"	"OR"	"USA"	45.58872222	-122.5975
"2600"	"PEA"	"Pella Municipal"	"Pella"	"IA"	"USA"	41.40006667	-92.94588333
"2601"	"PEC"	"Pelican SPB"	"Pelican"	"AK"	"USA"	57.95517222	-136.2362733
"2602"	"PEO"	"Penn Yan"	"Penn Yan"	"NY"	"USA"	42.63813556	-77.05306083
"2603"	"PEQ"	"Pecos Municipal"	"Pecos City"	"TX"	"USA"	31.3823575	-103.5107017
"2604"	"PEZ"	"Pleasanton Municipal"	"Pleasanton"	"TX"	"USA"	28.95419444	-98.51998917
"2605"	"PFN"	"Panama City-Bay County International"	"Panama City"	"FL"	"USA"	30.21208333	-85.68280556
"2606"	"PGA"	"Page Municipal"	"Page"	"AZ"	"USA"	36.92611111	-111.4483611
"2607"	"PGD"	"Charlotte County"	"Punta Gorda"	"FL"	"USA"	26.92019444	-81.99052778
"2608"	"PGM"	"Port Graham"	"Port Graham"	"AK"	"USA"	59.34825944	-151.8315389
"2609"	"PGR"	"Kirk "	"Paragould"	"AR"	"USA"	36.06352944	-90.50986028
"2610"	"PGV"	"Pitt-Greenville"	"Greenville"	"NC"	"USA"	35.63523944	-77.38532028
"2611"	"PHD"	"Harry Clever "	"New Philadelphia"	"OH"	"USA"	40.47091667	-81.41975
"2612"	"PHF"	"Newport News/Williamsburg International"	"Newport News"	"VA"	"USA"	37.13189556	-76.4929875
"2613"	"PHG"	"Phillipsburg Municipal"	"Phillipsburg"	"KS"	"USA"	39.73530556	-99.31741667
"2614"	"PHH"	"Andrews Municipal"	"Andrews"	"SC"	"USA"	33.45169472	-79.52620111
"2615"	"PHK"	"Palm Beach County Glades"	"Pahokee"	"FL"	"USA"	26.78503861	-80.69335528
"2616"	"PHL"	"Philadelphia Intl"	"Philadelphia"	"PA"	"USA"	39.87195278	-75.24114083
"2617"	"PHN"	"St Clair County International"	"Port Huron"	"MI"	"USA"	42.91095778	-82.52886139
"2618"	"PHO"	"Point Hope"	"Point Hope"	"AK"	"USA"	68.34877417	-166.7993086
"2619"	"PHP"	"Philip"	"Philip"	"SD"	"USA"	44.04862722	-101.5990603
"2620"	"PHT"	"Henry County"	"Paris"	"TN"	"USA"	36.33822472	-88.38287861
"2621"	"PHX"	"Phoenix Sky Harbor International"	"Phoenix"	"AZ"	"USA"	33.43416667	-112.0080556
"2622"	"PIA"	"Greater Peoria Regional"	"Peoria"	"IL"	"USA"	40.66424333	-89.69330556
"2623"	"PIB"	"Hattiesburg-Laurel Regional"	"Hattiesburg-Laurel"	"MS"	"USA"	31.46714944	-89.33705778
"2624"	"PIE"	"St. Petersburg-Clearwater International"	"St. Petersburg"	"FL"	"USA"	27.91076333	-82.68743944
"2625"	"PIH"	"Pocatello Regional"	"Pocatello"	"ID"	"USA"	42.91130556	-112.5958611
"2626"	"PIL"	"Port Isabel-Cameron County"	"Port Isabel"	"TX"	"USA"	26.16621	-97.34588611
"2627"	"PIM"	"Callaway Gardens-Harris County"	"Pine Mountain"	"GA"	"USA"	32.84069444	-84.88244444
"2628"	"PIR"	"Pierre Regional"	"Pierre"	"SD"	"USA"	44.38267694	-100.285965
"2629"	"PIT"	"Pittsburgh International"	"Pittsburgh"	"PA"	"USA"	40.49146583	-80.23287083
"2630"	"PIZ"	"Point Lay Dew Station"	"Point Lay"	"AK"	"USA"	69.732875	-163.0053417
"2631"	"PJY"	"Pinckneyville-Duquoin"	"Pinckneyville-Duquoin"	"IL"	"USA"	37.97788417	-89.36044889
"2632"	"PKA"	"Napaskiak"	"Napaskiak"	"AK"	"USA"	60.70369056	-161.7767367
"2633"	"PKB"	"Wood Cty/Gill Robb Wilson "	"Parkersburg"	"WV"	"USA"	39.34510333	-81.43920194
"2634"	"PKD"	"Park Rapids Municipal"	"Park Rapids"	"MN"	"USA"	46.90062583	-95.07313278
"2635"	"PKF"	"Park Falls Municipal"	"Park Falls"	"WI"	"USA"	45.95502361	-90.42441806
"2636"	"PLB"	"Clinton Cty"	"Plattsburgh"	"NY"	"USA"	44.68751861	-73.52452306
"2637"	"PLD"	"Portland Municipal"	"Portland"	"IN"	"USA"	40.45076167	-84.99007917
"2638"	"PLN"	"Pellston Regional  of Emmet County"	"Pellston"	"MI"	"USA"	45.5709275	-84.796715
"2639"	"PLR"	"St Clair County"	"Pell City"	"AL"	"USA"	33.55883333	-86.24905556
"2640"	"PMB"	"Pembina Municipal"	"Pembina"	"ND"	"USA"	48.9425	-97.24083333
"2641"	"PMD"	"Palmdale Production Flight"	"Palmdale"	"CA"	"USA"	34.62938889	-118.0845528
"2642"	"PMH"	"Greater Portsmouth Regional"	"Portsmouth"	"OH"	"USA"	38.84047	-82.84731361
"2643"	"PMP"	"Pompano Beach Airpark"	"Pompano Beach"	"FL"	"USA"	26.24713889	-80.11105556
"2644"	"PMV"	"Plattsmouth Municipal"	"Plattsmouth"	"NE"	"USA"	40.95025	-95.91788889
"2645"	"PMX"	"Metropolitan"	"Palmer"	"MA"	"USA"	42.22328722	-72.31138694
"2646"	"PMZ"	"Plymouth Municipal"	"Plymouth"	"NC"	"USA"	35.80843944	-76.75927694
"2647"	"PNA"	"Ralph Wenz "	"Pinedale"	"WY"	"USA"	42.79549917	-109.8070944
"2648"	"PNC"	"Ponca City Municipal"	"Ponca City"	"OK"	"USA"	36.73058417	-97.09976833
"2649"	"PNE"	"Northeast Philadelphia"	"Philadelphia"	"PA"	"USA"	40.08194417	-75.01058667
"2650"	"PNM"	"Princeton Municipal"	"Princeton"	"MN"	"USA"	45.55986778	-93.60821611
"2651"	"PNN"	"Princeton Municipal"	"Princeton"	"ME"	"USA"	45.20066667	-67.56438889
"2652"	"PNP"	"Pilot Point"	"Pilot Point"	"AK"	"USA"	57.58038056	-157.5674444
"2653"	"PNS"	"Pensacola Regional"	"Pensacola"	"FL"	"USA"	30.47330556	-87.18744444
"2654"	"POC"	"Brackett "	"La Verne"	"CA"	"USA"	34.09164833	-117.7817803
"2655"	"POF"	"Poplar Bluff Municipal"	"Poplar Bluff"	"MO"	"USA"	36.77394444	-90.32484722
"2656"	"POH"	"Pocahontas Municipal"	"Pocahontas"	"IA"	"USA"	42.74280556	-94.64730556
"2657"	"POU"	"Dutchess Cty"	"Poughkeepsie"	"NY"	"USA"	41.62661111	-73.88411111
"2658"	"POY"	"Powell Muni"	"Powell"	"WY"	"USA"	44.86797222	-108.793
"2659"	"PPA"	"Perry Lefors "	"Pampa"	"TX"	"USA"	35.61298806	-100.9962608
"2660"	"PPC"	"Prospect Creek"	"Prospect Creek"	"AK"	"USA"	66.81288139	-150.6437925
"2661"	"PPF"	"Tri City"	"Parsons"	"KS"	"USA"	37.33125778	-95.50900667
"2662"	"PPG"	"Pago Pago International"	"Pago Pago"	"AS"	"USA"	14.33102278	-170.7105258
"2663"	"PPO"	"La Porte Municipal"	"La Porte"	"IN"	"USA"	41.57276194	-86.73413139
"2664"	"PPQ"	"Pittsfield Penstone Municipal"	"Pittsfield"	"IL"	"USA"	39.63885556	-90.77843111
"2665"	"PQI"	"Northern Maine Regional"	"Presque Isle"	"ME"	"USA"	46.68896	-68.04479972
"2666"	"PQL"	"Trent Lott International"	"Pascagoula"	"MS"	"USA"	30.46278111	-88.52922778
"2667"	"PQN"	"Pipestone Municipal"	"Pipestone"	"MN"	"USA"	43.98330333	-96.30031083
"2668"	"PR03"	"Fajardo Harbor Seaplane Base"	"Fajardo"	"PR"	"USA"	18.339675	-65.62460583
"2669"	"PRB"	"Paso Robles Municipal"	"Paso Robles"	"CA"	"USA"	35.67288611	-120.6270558
"2670"	"PRC"	"Ernest A. Love "	"Prescott"	"AZ"	"USA"	34.65447222	-112.4195833
"2671"	"PRG"	"Edgar County"	"Paris"	"IL"	"USA"	39.70015944	-87.66961861
"2672"	"PRN"	"Greenville Municipal"	"Greenville"	"AL"	"USA"	31.84540222	-86.61044583
"2673"	"PRO"	"Perry Municipal"	"Perry"	"IA"	"USA"	41.82801306	-94.15990361
"2674"	"PRX"	"Cox "	"Paris"	"TX"	"USA"	33.63660667	-95.45073194
"2675"	"PSB"	"Mid-State"	"Philipsburg"	"PA"	"USA"	40.88439139	-78.08734167
"2676"	"PSC"	"Tri-Cities"	"Pasco"	"WA"	"USA"	46.26468028	-119.1190292
"2677"	"PSE"	"Mercedita"	"Ponce"	"PR"	"USA"	18.00830278	-66.56301194
"2678"	"PSF"	"Pittsfield Municipal"	"Pittsfield"	"MA"	"USA"	42.42684667	-73.29292806
"2679"	"PSG"	"James C. Johnson Petersburg"	"Petersburg"	"AK"	"USA"	56.80165194	-132.9452781
"2680"	"PSK"	"New River Valley"	"Dublin"	"VA"	"USA"	37.13734528	-80.67848167
"2681"	"PSM"	"Pease International Tradeport"	"Portsmouth"	"NH"	"USA"	43.07795889	-70.82327333
"2682"	"PSN"	"Palestine Municipal"	"Palestine"	"TX"	"USA"	31.77969444	-95.70630556
"2683"	"PSP"	"Palm Springs International"	"Palm Springs"	"CA"	"USA"	33.82921556	-116.5062531
"2684"	"PSX"	"Palacios Municipal"	"Palacios"	"TX"	"USA"	28.72751778	-96.2509675
"2685"	"PTB"	"Dinwiddie County"	"Petersburg"	"VA"	"USA"	37.18375833	-77.50738889
"2686"	"PTD"	"Potsdam Muni-Damon "	"Potsdam"	"NY"	"USA"	44.67666917	-74.94844639
"2687"	"PTH"	"Port Heiden"	"Port Heiden"	"AK"	"USA"	56.95943333	-158.6318208
"2688"	"PTK"	"Oakland-Pontiac"	"Pontiac"	"MI"	"USA"	42.66520389	-83.41870917
"2689"	"PTN"	"Harry P. Williams Memorial"	"Patterson"	"LA"	"USA"	29.71081917	-91.33971778
"2690"	"PTS"	"Atkinson Municipal"	"Pittsburg"	"KS"	"USA"	37.44855556	-94.73133333
"2691"	"PTT"	"Pratt Industrial"	"Pratt"	"KS"	"USA"	37.7000175	-98.7462025
"2692"	"PTU"	"Platinum"	"Platinum"	"AK"	"USA"	59.01135611	-161.8196661
"2693"	"PTV"	"Porterville Municipal"	"Porterville"	"CA"	"USA"	36.02960778	-119.0627311
"2694"	"PTW"	"Pottstown Limerick"	"Pottstown"	"PA"	"USA"	40.23957167	-75.55662528
"2695"	"PUB"	"Pueblo Memorial"	"Pueblo"	"CO"	"USA"	38.28908722	-104.4965722
"2696"	"PUC"	"Carbon County"	"Price"	"UT"	"USA"	39.61391556	-110.7514183
"2697"	"PUW"	"Pullman/Moscow Regional"	"Pullman/Moscow,ID"	"WA"	"USA"	46.74386111	-117.1095833
"2698"	"PVB"	"Platteville Municipal"	"Platteville"	"WI"	"USA"	42.68935583	-90.44439278
"2699"	"PVC"	"Provincetown Municipal"	"Provincetown"	"MA"	"USA"	42.07199833	-70.22137667
"2700"	"PVD"	"Theodore F Green State"	"Providence"	"RI"	"USA"	41.72399917	-71.42822111
"2701"	"PVF"	"Placerville"	"Placerville"	"CA"	"USA"	38.72421806	-120.753325
"2702"	"PVG"	"Hampton Roads Executive"	"Portsmouth"	"VA"	"USA"	36.78014889	-76.44883472
"2703"	"PVJ"	"Pauls Valley Municipal"	"Pauls Valley"	"OK"	"USA"	34.71105361	-97.22321694
"2704"	"PVU"	"Provo Muni"	"Provo"	"UT"	"USA"	40.21919444	-111.7233611
"2705"	"PVW"	"Hale County"	"Plainview"	"TX"	"USA"	34.16814722	-101.7173361
"2706"	"PWA"	"Wiley Post"	"Oklahoma City"	"OK"	"USA"	35.53455	-97.64721556
"2707"	"PWC"	"Pine River Regional"	"Pine River"	"MN"	"USA"	46.7247875	-94.3817
"2708"	"PWD"	"Sher-Wood"	"Plentywood"	"MT"	"USA"	48.79030583	-104.533845
"2709"	"PWG"	"McGregor Exectuive "	"Waco"	"TX"	"USA"	31.48491667	-97.31652778
"2710"	"PWK"	"Palwaukee"	"Chicago/Wheeling/Prospect Heights"	"IL"	"USA"	42.11418083	-87.90148083
"2711"	"PWM"	"Portland International Jetport"	"Portland"	"ME"	"USA"	43.64616667	-70.30875
"2712"	"PWT"	"Bremerton National"	"Bremerton"	"WA"	"USA"	47.49275361	-122.7624286
"2713"	"PXE"	"Perry-Houston Couty"	"Perry"	"GA"	"USA"	32.51058333	-83.76733333
"2714"	"PYG"	"Pageland"	"Pageland"	"SC"	"USA"	34.74213889	-80.34519444
"2715"	"PYM"	"Plymouth Municipal"	"Plymouth"	"MA"	"USA"	41.90902444	-70.72878778
"2716"	"PYX"	"Perryton Ochiltree County"	"Perryton"	"TX"	"USA"	36.41200333	-100.7517883
"2717"	"PZQ"	"Presque Isle County"	"Rogers City"	"MI"	"USA"	45.40709667	-83.81288556
"2718"	"Q00"	"Littlefield Municipal"	"Littlefield"	"TX"	"USA"	33.92395306	-102.3866831
"2719"	"Q06"	"City of Tulia/Swisher County Municipal"	"Tulia"	"TX"	"USA"	34.56682472	-101.7814611
"2720"	"Q14"	"San Juan Pueblo"	"Espanola"	"NM"	"USA"	36.02502306	-106.0464114
"2721"	"Q16"	"Reserve"	"Reserve"	"NM"	"USA"	33.70005472	-108.8506214
"2722"	"Q17"	"Boonville"	"Boonville"	"CA"	"USA"	39.0126775	-123.3827864
"2723"	"Q21"	"Brownsville"	"Brownsville"	"CA"	"USA"	39.45544417	-121.2913511
"2724"	"Q24"	"Levelland Municipal"	"Levelland"	"TX"	"USA"	33.54980833	-102.3727333
"2725"	"Q25"	"Dinsmore"	"Dinsmore"	"CA"	"USA"	40.49291944	-123.5997589
"2726"	"Q26"	"Terry County"	"Brownfield"	"TX"	"USA"	33.173675	-102.1926208
"2727"	"Q31"	"Sequoia "	"Visalia"	"CA"	"USA"	36.44856139	-119.3190056
"2728"	"Q34"	"Portales Municipal"	"Portales"	"NM"	"USA"	34.14547222	-103.4103333
"2729"	"Q35"	"Springerville Babbitt "	"Springerville"	"AZ"	"USA"	34.1286575	-109.3114756
"2730"	"Q37"	"Carrizozo Municipal"	"Carrizozo"	"NM"	"USA"	33.64886139	-105.895685
"2731"	"Q41"	"Floydada Municipal"	"Floydada"	"TX"	"USA"	34.00230056	-101.330435
"2732"	"Q42"	"Springer Municipal"	"Springer"	"NM"	"USA"	36.32697806	-104.6197117
"2733"	"Q44"	"Beaver Municipal"	"Beaver"	"OK"	"USA"	36.79891472	-100.5298708
"2734"	"Q49"	"Firebaugh"	"Firebaugh"	"CA"	"USA"	36.85998861	-120.4644675
"2735"	"Q53"	"Franklin "	"Franklin"	"CA"	"USA"	38.30491306	-121.4296736
"2736"	"Q55"	"Dimmitt Municipal"	"Dimmitt"	"TX"	"USA"	34.56673556	-102.3226947
"2737"	"Q58"	"Santa Rosa Municipal"	"Santa Rosa"	"NM"	"USA"	34.93442472	-104.643065
"2738"	"Q61"	"Georgetown"	"Georgetown"	"CA"	"USA"	38.92111389	-120.8647944
"2739"	"Q68"	"Pine Mountain Lake"	"Groveland"	"CA"	"USA"	37.86166667	-120.1778889
"2740"	"Q72"	"Hayfork"	"Hayfork"	"CA"	"USA"	40.54708833	-123.1816953
"2741"	"Q84"	"Mendota"	"Mendota"	"CA"	"USA"	36.75800528	-120.3712794
"2742"	"Q88"	"Paradise Skypark"	"Paradise"	"CA"	"USA"	39.70960639	-121.6163617
"2743"	"Q94"	"Rio Linda"	"Rio Linda"	"CA"	"USA"	38.67601389	-121.4455092
"2744"	"Q95"	"Ruth"	"Ruth"	"CA"	"USA"	40.21125917	-123.2975231
"2745"	"Q99"	"South County  of Santa Clara Co"	"San Martin"	"CA"	"USA"	37.08158611	-121.5968056
"2746"	"RAC"	"John H Batten "	"Racine"	"WI"	"USA"	42.76119139	-87.81389806
"2747"	"RAL"	"Riverside Municipal"	"Riverside"	"CA"	"USA"	33.95187528	-117.4451017
"2748"	"RAP"	"Rapid City Regional"	"Rapid City"	"SD"	"USA"	44.04532139	-103.0573708
"2749"	"RBD"	"Redbird"	"Dallas"	"TX"	"USA"	32.68086111	-96.86819444
"2750"	"RBE"	"Bassett Municipal"	"Bassett"	"NE"	"USA"	42.56966667	-99.56836111
"2751"	"RBG"	"Roseburg Regional"	"Roseburg"	"OR"	"USA"	43.23878306	-123.3558617
"2752"	"RBL"	"Red Bluff Municipal"	"Red Bluff"	"CA"	"USA"	40.15065667	-122.2522903
"2753"	"RBW"	"Walterboro Municipal"	"Walterboro"	"SC"	"USA"	32.92052778	-80.64125
"2754"	"RBY"	"Ruby"	"Ruby"	"AK"	"USA"	64.72721556	-155.4698886
"2755"	"RCA"	"Ellsworth AFB"	NA	NA	"USA"	44.145094	-103.103567
"2756"	"RCR"	"Fulton County"	"Rochester"	"IN"	"USA"	41.06554833	-86.18170444
"2757"	"RCX"	"Rusk County"	"Ladysmith"	"WI"	"USA"	45.49825694	-91.00186361
"2758"	"RDD"	"Redding Municipal"	"Redding"	"CA"	"USA"	40.50898361	-122.2934019
"2759"	"RDG"	"Reading Muni,Gen Carl A Spaatz"	"Reading"	"PA"	"USA"	40.3785	-75.96525
"2760"	"RDK"	"Red Oak Municipal"	"Red Oak"	"IA"	"USA"	41.01052778	-95.25986111
"2761"	"RDM"	"Roberts "	"Redmond"	"OR"	"USA"	44.25406722	-121.1499633
"2762"	"RDR"	"Grand Forks AFB"	NA	NA	"USA"	47.961167	-97.401167
"2763"	"RDU"	"Raleigh-Durham International"	"Raleigh"	"NC"	"USA"	35.87763889	-78.78747222
"2764"	"RDV"	"Red Devil"	"Red Devil"	"AK"	"USA"	61.78764333	-157.3479344
"2765"	"RED"	"Red Lodge"	"Red Lodge"	"MT"	"USA"	45.18744472	-109.2673778
"2766"	"RFD"	"Greater Rockford"	"Rockford"	"IL"	"USA"	42.19536389	-89.09721111
"2767"	"RFG"	"Refugio-Rooke "	"Refugio"	"TX"	"USA"	28.29361694	-97.32304833
"2768"	"RGK"	"Red Wing Municipal"	"Red Wing"	"MN"	"USA"	44.58935611	-92.48496889
"2769"	"RHI"	"Rhinelander-Oneida County"	"Rhinelander"	"WI"	"USA"	45.63119306	-89.46745361
"2770"	"RHV"	"Reid-Hillview of Santa Clara Co"	"San Jose"	"CA"	"USA"	37.33287306	-121.8197947
"2771"	"RIC"	"Richmond International"	"Richmond"	"VA"	"USA"	37.50516667	-77.31966667
"2772"	"RID"	"Richmond Municipal"	"Richmond"	"IN"	"USA"	39.75721528	-84.84282
"2773"	"RIF"	"Richfield Muni"	"Richfield"	"UT"	"USA"	38.73643611	-112.0989444
"2774"	"RIL"	"Garfield County Regional"	"Rifle"	"CO"	"USA"	39.526315	-107.7269403
"2775"	"RIU"	"Rancho Murieta"	"Rancho Murieta"	"CA"	"USA"	38.4887975	-121.1024447
"2776"	"RIV"	"March "	"Riverside"	"CA"	"USA"	33.88057333	-117.2594836
"2777"	"RIW"	"Riverton Regional"	"Riverton"	"WY"	"USA"	43.064235	-108.4598411
"2778"	"RKD"	"Knox County Regional"	"Rockland"	"ME"	"USA"	44.06008333	-69.09925
"2779"	"RKP"	"Aransas County"	"Rockport"	"TX"	"USA"	28.08677778	-97.04461111
"2780"	"RKR"	"Robert S Kerr"	"Poteau"	"OK"	"USA"	35.02162639	-94.6212525
"2781"	"RKS"	"Rock Springs-Sweetwater County"	"Rock Springs"	"WY"	"USA"	41.5942175	-109.0651928
"2782"	"RKW"	"Rockwood Municipal"	"Rockwood"	"TN"	"USA"	35.922295	-84.68966278
"2783"	"RLD"	"Richland"	"Richland"	"WA"	"USA"	46.305635	-119.3041853
"2784"	"RME"	"Griffis Airpark"	"Rome"	"NY"	"USA"	43.23379861	-75.40703333
"2785"	"RMG"	"Richard B Russell"	"Rome"	"GA"	"USA"	34.35060111	-85.15801389
"2786"	"RMP"	"Rampart"	"Rampart"	"AK"	"USA"	65.50786222	-150.1428047
"2787"	"RMY"	"Brooks "	"Marshall"	"MI"	"USA"	42.25118111	-84.9554525
"2788"	"RNC"	"Warren County Memorial"	"McMinnville"	"TN"	"USA"	35.69870944	-85.84381722
